"○ 행정구역(시군구)별, 성별 인구수 []",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정구역(시군구)별,항목,단위,2011. 01 월,2011. 02 월,2011. 03 월,2011. 04 월,2011. 05 월,2011. 06 월,2011. 07 월,2011. 08 월,2011. 09 월,2011. 10 월,2011. 11 월,2011. 12 월,2012. 01 월,2012. 02 월,2012. 03 월,2012. 04 월,2012. 05 월,2012. 06 월,2012. 07 월,2012. 08 월,2012. 09 월,2012. 10 월,2012. 11 월,2012. 12 월,2013. 01 월,2013. 02 월,2013. 03 월,2013. 04 월,2013. 05 월,2013. 06 월,2013. 07 월,2013. 08 월,2013. 09 월,2013. 10 월,2013. 11 월,2013. 12 월,2014. 01 월,2014. 02 월,2014. 03 월,2014. 04 월,2014. 05 월,2014. 06 월,2014. 07 월,2014. 08 월,2014. 09 월,2014. 10 월,2014. 11 월,2014. 12 월,2015. 01 월,2015. 02 월,2015. 03 월,2015. 04 월,2015. 05 월,2015. 06 월,2015. 07 월,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월,2020. 07 월,2020. 08 월,2020. 09 월,2020. 10 월,2020. 11 월,2020. 12 월,2021. 01 월,2021. 02 월,2021. 03 월
분당구,총인구수,명,481974,482881,482688,483036,484621,485574,485767,486738,487073,487501,488214,488328,488990,489501,489419,489623,489678,489663,489939,489968,489979,490026,490245,490735,490957,491081,490653,490340,490255,490431,490662,490744,491638,493357,494495,495018,495438,495630,495357,495067,495232,497397,498420,498647,498711,498592,498721,499087,499724,500250,500347,500188,500216,500493,500823,501249,501468,501419,501084,501889,502765,503177,503074,503201,503528,503629,503675,503416,503559,503831,503613,503830,503865,504163,503305,503254,503503,503437,503037,502567,501718,501201,500566,500212,500126,499770,499182,498625,498377,498247,497634,496827,496286,495746,495303,495329,495022,494371,493557,492691,492189,491706,490943,489809,488937,488048,487811,488005,488114,488147,487859,487719,487032,486534,485843,484656,483601,483016,482614,482232,482064,481474,479988
의정부시,총인구수,명,431627,431479,431341,431385,431407,431411,431365,431301,430994,430799,430443,430400,430460,430198,429853,429998,429989,429895,429616,429394,429214,428999,428927,429147,429361,429720,429852,430028,430019,429881,429866,429892,429907,430025,430391,430976,431094,431147,431313,431491,431213,431412,431259,431255,431368,431437,431598,431112,431153,430987,431143,431196,431149,431149,431237,432319,432912,433293,433661,433937,433865,433943,434353,434384,434607,435042,435821,436527,437418,437922,438292,438457,438753,438718,438573,438321,438226,438061,438005,438677,439250,439930,440537,441584,442207,442712,442807,442965,442924,442718,442796,443466,444362,445011,445632,447026,448363,449121,449803,450332,450695,450961,451208,451843,451846,451841,451833,451868,451876,452865,453679,454222,454859,455520,455671,456660,458273,459418,460390,461710,462499,462619,461143
안양시,총인구수,명,621449,621145,620333,620008,619653,619255,618843,618017,617365,616369,615979,615642,615357,614170,613267,612632,612362,612346,612286,612170,612192,611984,611687,611412,611281,611324,611106,610685,610244,609673,609213,609023,608903,608668,608934,607877,607354,606047,605470,604834,604435,603905,602975,602326,601806,601212,600881,600809,600656,600286,599977,599543,599464,599215,598801,598530,598716,598586,598259,597789,597805,597341,596932,596485,596065,595644,596230,596055,595835,595644,596752,597414,598392,599050,598835,598166,597440,596372,595166,593526,591540,589785,588619,587764,586622,585167,583877,583140,583447,582929,582153,581280,580586,579473,578154,576831,575550,574672,573660,573296,573129,572673,571978,571233,570544,569752,569045,567044,565352,563066,561966,561069,559792,558017,556561,554857,553286,552154,551296,550027,549730,550939,551136
만안구,총인구수,명,266174,266009,265897,265806,265775,265640,265462,264951,264600,264049,263638,263077,262097,260904,259898,258518,257147,255889,255233,254727,254389,254096,254135,253492,253140,252953,252902,252500,252208,251939,251536,251200,251154,250758,250645,250246,249870,249390,249216,249046,248826,248715,248359,248101,247890,247634,247432,247315,247196,247062,247091,247016,247188,247111,247014,247145,247131,247064,247153,247270,247529,247484,247421,247350,247200,247089,246728,246282,246060,246049,249545,252353,253428,254294,254872,255081,255375,255598,255564,255293,255016,255106,255070,254977,254722,254198,253759,253495,253664,253510,253182,252902,252663,252311,252028,251512,250886,250595,250107,249615,249093,248605,247962,247321,246807,246161,245590,244235,243176,242107,241916,241999,242105,241830,241478,240946,240604,240364,239947,239413,239070,238131,237879
동안구,총인구수,명,355275,355136,354436,354202,353878,353615,353381,353066,352765,352320,352341,352565,353260,353266,353369,354114,355215,356457,357053,357443,357803,357888,357552,357920,358141,358371,358204,358185,358036,357734,357677,357823,357749,357910,358289,357631,357484,356657,356254,355788,355609,355190,354616,354225,353916,353578,353449,353494,353460,353224,352886,352527,352276,352104,351787,351385,351585,351522,351106,350519,350276,349857,349511,349135,348865,348555,349502,349773,349775,349595,347207,345061,344964,344756,343963,343085,342065,340774,339602,338233,336524,334679,333549,332787,331900,330969,330118,329645,329783,329419,328971,328378,327923,327162,326126,325319,324664,324077,323553,323681,324036,324068,324016,323912,323737,323591,323455,322809,322176,320959,320050,319070,317687,316187,315083,313911,312682,311790,311349,310614,310660,312808,313257
부천시,총인구수,명,874579,873900,873401,873290,873778,873806,873218,872447,872089,871676,872052,872452,872825,872662,872407,872369,872067,871926,871394,870848,870146,869931,869640,869944,869742,869583,869139,868517,867998,867329,866780,866181,865781,864819,864447,863720,863344,862273,861759,861063,860243,859505,858120,857370,857003,856126,855756,855586,855051,854103,853498,853162,852758,852220,851468,850265,849765,848949,849051,848987,849064,848545,848190,848142,848251,848512,848123,848764,849475,850158,851043,851380,851245,850319,849939,849842,849506,849024,849217,849671,849282,849143,849361,850329,851404,851812,851935,851589,851012,850304,849746,848191,847579,846425,844953,843768,842538,840735,839201,837937,837233,836751,835433,834276,833218,831701,830811,829996,828947,827374,827132,826845,826093,825700,824675,822865,822000,821068,819990,818383,817449,816087,813178
원미구,총인구수,명,448248,447899,447704,447249,446693,445905,445468,444877,444898,444861,445538,446247,446929,447048,447192,447449,447530,447675,447398,447092,446799,446817,446592,446604,446495,446566,446486,446199,446071,446052,445722,445414,445130,444673,444486,444207,444071,443523,443344,442970,442610,442334,442004,441868,442146,442181,442374,442638,442759,442577,442656,442700,442912,442854,442601,441977,441957,441817,442546,442898,442996,442656,442435,442450,442393,442415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소사구,총인구수,명,230262,230080,229782,230229,231631,232813,232809,232869,232676,232463,232352,232190,231981,231913,231745,231533,231371,231273,231222,231023,230782,230775,230946,231363,231443,231364,231165,231051,230884,230570,230466,230382,230333,230057,230017,229959,229849,229599,229418,229336,229150,228971,228236,227977,227536,227046,226744,226400,226003,225624,225327,225093,224637,224374,223997,223576,223214,222654,222331,222016,221837,221647,221613,221488,221577,221734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오정구,총인구수,명,196069,195921,195915,195812,195454,195088,194941,194701,194515,194352,194162,194015,193915,193701,193470,193387,193166,192978,192774,192733,192565,192339,192102,191977,191804,191653,191488,191267,191043,190707,190592,190385,190318,190089,189944,189554,189424,189151,188997,188757,188483,188200,187880,187525,187321,186899,186638,186548,186289,185902,185515,185369,185209,184992,184870,184712,184594,184478,184174,184073,184231,184242,184142,184204,184281,184363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명시,총인구수,명,347113,349328,351081,352349,353025,353302,353593,353622,353668,354163,354822,355226,355619,355618,355380,355355,355506,355658,355603,355494,355480,355340,355602,355560,355487,355440,355277,354958,354580,354323,354228,354079,353962,353784,353429,353100,352852,352406,351848,351318,350881,350605,350326,349912,349669,349270,349071,348560,348265,347817,347388,347178,346888,346565,346380,346104,345741,345277,345079,344978,344827,344128,343783,343687,343547,343111,342642,341732,340982,340534,340009,339484,339071,337847,336696,335872,335112,334481,333791,333543,333712,333694,333521,332790,331760,330623,330719,330837,330789,330616,330360,329565,329220,328327,327529,326841,326425,325766,324730,323527,322418,321435,320693,319899,319205,318021,317144,316552,315920,316125,316220,315745,314413,312774,311119,308678,305836,302761,300092,298599,297748,296785,295750
평택시,총인구수,명,419660,420594,421727,422423,423072,423441,423924,424409,424951,425453,426242,426886,427460,428075,428719,429302,429856,430444,430757,431295,432222,433135,433832,434305,434736,435536,436018,436619,437180,438064,438790,439523,440269,440868,441622,442034,442583,443214,443813,444305,444784,445664,446385,446915,447555,448138,448841,449555,450334,450946,451421,452310,453437,454231,455276,455738,456242,457088,459290,460532,461628,462571,463043,463834,464561,465532,466327,467255,467873,468854,469889,470832,472141,473738,474672,475157,475830,476353,477175,478181,479063,479823,480407,481530,482737,484169,485644,486740,487798,489081,490410,491338,491982,493570,494716,495642,496324,498126,499620,500787,501736,502292,504221,505817,507621,509529,511229,513027,514876,517087,519124,520649,522111,523881,525378,527166,529140,531655,534343,537307,540929,544085,544368
송탄출장소,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
안중출장소,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
동두천시,총인구수,명,95677,95638,95741,95868,95780,95784,95901,96101,96161,96246,96242,96253,96314,96215,96309,96461,96519,96589,96719,96816,97009,97035,97098,97175,97169,97110,97181,97310,97333,97384,97435,97371,97405,97468,97529,97557,97601,97444,97424,97434,97521,97447,97443,97386,97423,97356,97478,97595,97463,97340,97330,97387,97407,97494,97516,97557,97668,97831,97969,97974,97943,97920,98026,98018,98069,98194,98224,98123,98206,98349,98465,98277,98062,97947,97795,97755,97667,97619,97559,97396,97253,97161,97084,97071,97039,96884,96870,96921,96955,96857,96758,96645,96555,96429,96347,96226,95999,95795,95517,95375,95233,95250,95151,95010,94912,94941,94779,94768,94719,94452,94231,94191,94097,94143,93985,93968,93901,93915,94199,94353,94443,94318,93351
안산시,총인구수,명,715252,715713,716058,716040,716288,716212,716423,716216,716421,716283,715941,715586,715628,715313,715102,714956,714919,714992,714785,714839,715061,715004,715072,715108,715232,714870,714733,714745,714692,714285,714300,714288,714017,714025,713855,713666,713571,713038,712503,712187,711882,711503,711311,710312,709754,709072,708452,707876,707466,706674,705918,705337,704765,703973,702847,701474,700635,699627,699078,697885,696934,695941,695477,695027,694727,694295,693546,692766,692361,691836,690783,689859,689326,688257,687508,686802,686183,685707,684974,683502,681522,680569,679159,677710,675804,671570,668184,666168,664842,664167,662658,661313,660953,660743,660452,660343,659963,659378,658882,657988,657260,656857,656811,655898,654668,652835,651777,650918,650559,651211,652763,653575,654047,654450,654093,653733,653505,653383,654210,654915,655733,655700,655859
상록구,총인구수,명,379224,379408,379508,379594,379984,380192,380574,380584,381017,381024,380989,380880,380990,380940,381009,380981,381202,381087,380940,380935,381083,381234,381360,381556,381736,381875,381858,381977,382142,382066,382289,382442,382508,382798,382595,382571,382445,382309,382109,382089,381965,381953,382059,381792,381668,381422,381394,381508,381533,381347,381602,381520,381411,380882,380268,379509,379379,379062,379111,379517,379700,378718,378087,377571,377524,377462,377170,376994,376887,376702,376264,375857,375649,375294,374875,374641,374484,374365,374038,373535,372621,372394,371604,370744,369542,367093,365246,364149,362906,361932,360690,359530,358773,358277,357419,356311,355519,354699,354145,353558,353028,352178,350416,348960,347662,346243,345351,344613,344245,344685,347334,348512,349230,349514,349189,348898,348635,348265,350342,351888,352897,352962,353508
단원구,총인구수,명,336028,336305,336550,336446,336304,336020,335849,335632,335404,335259,334952,334706,334638,334373,334093,333975,333717,333905,333845,333904,333978,333770,333712,333552,333496,332995,332875,332768,332550,332219,332011,331846,331509,331227,331260,331095,331126,330729,330394,330098,329917,329550,329252,328520,328086,327650,327058,326368,325933,325327,324316,323817,323354,323091,322579,321965,321256,320565,319967,318368,317234,317223,317390,317456,317203,316833,316376,315772,315474,315134,314519,314002,313677,312963,312633,312161,311699,311342,310936,309967,308901,308175,307555,306966,306262,304477,302938,302019,301936,302235,301968,301783,302180,302466,303033,304032,304444,304679,304737,304430,304232,304679,306395,306938,307006,306592,306426,306305,306314,306526,305429,305063,304817,304936,304904,304835,304870,305118,303868,303027,302836,302738,302351
고양시,총인구수,명,950815,952732,953983,955128,956268,957633,958383,959067,959415,960481,961659,961239,961381,961452,961055,961241,961585,962016,962701,963502,964315,965613,967793,969916,971569,972897,973524,974327,975182,976722,978805,980385,981946,983507,985881,990571,993411,995924,997226,998069,998957,999116,999973,1001057,1002152,1003734,1005504,1006154,1007327,1008703,1010074,1011427,1014162,1015972,1017640,1019640,1021968,1024546,1026284,1027546,1028237,1028724,1029108,1030193,1030716,1031890,1033040,1034249,1035364,1036621,1038214,1039684,1040648,1040483,1040482,1040608,1040892,1041375,1041587,1041507,1041399,1041706,1042065,1041983,1041597,1041430,1041450,1041751,1042127,1043365,1043633,1043406,1043035,1043129,1043958,1044189,1043997,1043426,1044179,1045533,1046552,1047575,1051177,1055873,1059340,1061929,1064218,1066351,1068641,1071002,1072909,1074853,1076179,1076996,1077347,1076406,1075841,1076564,1078047,1079216,1081175,1082420,1080845
덕양구,총인구수,명,394125,393734,393751,393627,393569,393594,393479,392930,392610,392293,392155,391832,391755,391117,390672,390625,390583,390662,390827,391309,392105,393295,394826,396559,397826,398899,399581,400234,400521,401761,403454,404049,404720,405181,406484,410491,412780,414483,415655,416316,416954,417361,418527,419649,420761,422040,423706,424423,425137,426190,427341,428333,430536,432114,433450,434994,437325,439439,440817,441988,442305,442810,443099,443733,444058,444286,444265,444047,444386,445076,445612,446233,446851,446690,446598,446614,446787,447308,447540,447659,447802,448200,448590,448684,448739,449160,449823,450592,451373,451677,451628,451714,451657,451079,450804,450449,450011,449768,450346,450814,451202,451661,454593,459295,462139,463643,464633,466157,467673,469671,471039,472467,473322,473812,474118,473689,473594,474658,476341,476962,478147,479395,479323
일산동구,총인구수,명,270432,272363,273096,273782,274118,274600,275159,276000,276567,277375,278220,278095,278442,279017,279031,279162,279588,279807,280180,280575,280761,281055,281570,281949,282230,282542,282530,282596,282889,282773,282541,282839,283172,283615,284016,283976,284167,284172,284178,284232,284483,284343,284023,283918,283956,284177,284113,284207,284481,284654,284532,284641,284865,284894,284812,285073,285049,285153,285364,285658,286017,286305,286307,286318,286410,287140,288364,289762,290566,291087,291796,292612,292813,292979,293209,293290,293456,293553,293742,293729,293678,293592,293696,293673,293736,293602,293393,293318,293224,294650,295370,295962,296094,296296,296245,296223,296167,295879,295315,294990,294736,294650,294206,293804,294668,296032,297027,297671,298093,298445,298863,299276,299302,299323,299328,299138,298901,298726,298725,299716,300665,300850,300350
일산서구,총인구수,명,286258,286635,287136,287719,288581,289439,289745,290137,290238,290813,291284,291312,291184,291318,291352,291454,291414,291547,291694,291618,291449,291263,291397,291408,291513,291456,291413,291497,291772,292188,292810,293497,294054,294711,295381,296104,296464,297269,297393,297521,297520,297412,297423,297490,297435,297517,297685,297524,297709,297859,298201,298453,298761,298964,299378,299573,299594,299954,300103,299900,299915,299609,299702,300142,300248,300464,300411,300440,300412,300458,300806,300839,300984,300814,300675,300704,300649,300514,300305,300119,299919,299914,299779,299626,299122,298668,298234,297841,297530,297038,296635,295730,295284,295754,296909,297517,297819,297779,298518,299729,300614,301264,302378,302774,302533,302254,302558,302523,302875,302886,303007,303110,303555,303861,303901,303579,303346,303180,302981,302538,302363,302175,301172
과천시,총인구수,명,72297,72341,72221,72257,72249,72218,72239,72165,72103,72010,72061,71955,71938,71799,71699,71635,71556,71557,71571,71502,71396,71305,71242,71068,70902,70899,70858,70837,70861,70898,70862,70785,70742,70671,70685,70578,70410,70312,70244,70231,70213,70115,70128,70182,70159,70177,70124,70156,70125,70080,70014,70016,69914,69922,69817,69687,69479,69248,69031,68946,68951,68908,68780,68239,67653,67157,66550,66073,65857,65549,64688,63778,62929,61690,60587,59811,59214,58722,58411,58214,57924,57808,57638,57527,57401,57346,57224,57154,57086,56968,56899,57393,57663,57871,58011,58142,58195,58280,58267,58218,58112,58050,58044,58036,58043,57997,58107,58289,58334,58253,58280,59687,60790,61309,61717,61902,61982,62011,62026,63231,64549,67279,68399
